city,state,population,latitude,longitude,town_matches,state_matches,city_matches,country_matches
Georgetown,MI,54091,42.907,-85.834,17,0,5,0
Wheaton,IL,53970,41.867,-88.106,3,0,0,0
Elkhart,IN,53923,41.685,-85.974,4,0,0,0
Colton,CA,53909,34.074,-117.314,2,0,0,0
San Jacinto,CA,53898,33.787,-116.959,0,0,4,0
Galveston,TX,53695,29.305,-94.794,1,0,0,0
Howell,NJ,53537,40.162,-74.206,2,0,0,0
Lacey,WA,53526,47.038,-122.829,1,0,0,0
Edina,MN,53494,44.89,-93.35,1,0,0,0
Kannapolis,NC,53114,35.489,-80.628,0,0,2,0
Bloomfield,NJ,53105,40.793,-74.191,12,0,0,0
Smyrna,TN,53070,35.982,-86.52,5,0,0,0
Beaumont,CA,53036,33.929,-116.977,2,0,3,0
Logan,UT,52778,41.731,-111.835,6,0,0,0
Battle Creek,MI,52721,42.319,-85.182,2,0,0,0
La Crosse,WI,52680,43.812,-91.251,5,0,0,0
Elyria,OH,52656,41.368,-82.107,1,0,0,0
Glendora,CA,52558,34.136,-117.865,1,0,0,0
Stratford,CT,52355,41.212,-73.134,7,0,4,0
Harrisonburg,VA,51814,38.449,-78.869,1,0,0,0
Delano,CA,51428,35.77,-119.246,1,0,0,0
Troy,NY,51401,42.724,-73.692,17,0,0,0
Draper,UT,51017,40.525,-111.864,2,0,0,0
Middletown,OH,50987,39.517,-84.405,13,0,0,0
Lakewood,OH,50942,41.485,-81.8,6,0,0,0
Summerville,SC,50915,33.019,-80.177,10,0,1,0
Murray,UT,50637,40.659,-111.888,3,0,1,0
Milford,CT,50558,41.231,-73.07,18,0,0,0
Columbus,IN,50474,39.201,-85.921,14,0,0,0
Mooresville,NC,50193,35.585,-80.81,3,0,0,0
Cypress,CA,50151,33.817,-118.037,1,0,0,1
Harrisburg,PA,50099,40.263,-76.887,7,0,0,0
Spring Hill,TN,50005,35.752,-86.929,5,0,0,0
Chesterfield,MO,49999,38.664,-90.578,6,0,1,0
Newark,OH,49934,40.058,-82.403,9,0,0,0
Bedford,TX,49928,32.845,-97.133,9,0,1,0
Lincoln,CA,49757,38.892,-121.293,15,0,4,0
Cerritos,CA,49578,33.859,-118.064,0,0,1,0
Jeffersonville,IN,49447,38.274,-85.742,6,0,0,0
Lawrence,IN,49370,39.836,-86.027,7,0,0,0
Dublin,OH,49328,40.1,-83.114,8,0,1,0
Ceres,CA,49302,37.595,-120.957,0,0,2,0
Cedar Hill,TX,49148,32.59,-96.956,1,0,0,0
Everett,MA,49075,42.407,-71.056,2,0,0,0
Portage,MI,48891,42.201,-85.589,6,0,0,0
Charleston,WV,48864,38.35,-81.633,9,0,0,0
West Orange,NJ,48843,40.79,-74.261,1,0,0,0
Titusville,FL,48789,28.614,-80.808,1,0,0,0
Glenview,IL,48705,42.073,-87.802,1,0,0,0
Washington,NJ,48677,39.742,-75.071,25,1,1,0
Niagara Falls,NY,48671,43.089,-79.063,0,0,1,0
Monroe,NJ,48594,40.303,-74.439,21,0,1,0
Roswell,NM,48422,33.393,-104.523,2,0,0,0
Stillwater,OK,48394,36.116,-97.059,4,0,0,0
Minot,ND,48377,48.236,-101.293,1,0,0,0
Leesburg,VA,48250,39.115,-77.565,5,0,0,0
Wilson,NC,47851,35.725,-77.91,9,0,0,0
Egg Harbor,NJ,47842,39.372,-74.64,1,0,0,0
Middletown,CT,47717,41.53,-72.649,13,0,0,0
Roseville,MI,47710,42.497,-82.937,5,0,0,0
Monroe,LA,47702,32.502,-92.117,21,0,1,0
Burleson,TX,47641,32.543,-97.321,1,0,0,0
Mansfield,OH,47534,40.759,-82.516,12,0,1,0
Newark,CA,47529,37.537,-122.031,9,0,0,0
Mentor,OH,47450,41.666,-81.34,2,0,0,0
Cleveland,TN,47356,35.16,-84.877,15,0,0,0
Brea,CA,47325,33.92,-117.898,0,0,1,0
Salina,KS,46889,38.841,-97.609,5,0,0,0
Huntington,WV,46842,38.421,-82.444,7,0,0,0
Farmington,NM,46624,36.729,-108.208,14,0,0,0
Beavercreek,OH,46549,39.728,-84.057,1,0,0,0
Westfield,IN,46410,40.043,-86.128,9,0,0,0
Arlington,MA,46308,42.421,-71.163,15,0,0,0
Hackensack,NJ,46030,40.879,-74.044,1,0,0,0
Bridgewater,NJ,45977,40.611,-74.622,9,0,1,0
Goose Creek,SC,45946,32.996,-80.039,1,0,0,0
Huntsville,TX,45941,30.724,-95.551,6,0,1,0
Prescott,AZ,45827,34.542,-112.469,7,0,0,0
Keller,TX,45776,32.935,-97.254,1,0,0,0
Littleton,CO,45652,39.614,-105.016,5,0,0,0
Los Banos,CA,45532,37.06,-120.848,0,0,1,0
Brentwood,TN,45373,36.033,-86.789,5,0,1,0
Pearl City,HI,45295,21.394,-157.97,1,0,0,0
Riverton,UT,45285,40.522,-111.939,6,0,0,0
Alexandria,LA,45275,31.311,-92.445,12,0,4,0
Manchester,NJ,45115,39.948,-74.406,19,0,1,0
Fairfield,OH,44907,39.338,-84.56,17,0,0,0
Blacksburg,VA,44826,37.229,-80.414,1,0,0,0
York,PA,44800,39.962,-76.728,6,0,1,0
Plainfield,IL,44762,41.609,-88.204,10,0,0,0
Burlington,VT,44743,44.476,-73.214,18,0,1,0
West Lafayette,IN,44595,40.424,-86.908,1,0,0,0
Palm Springs,CA,44575,33.823,-116.546,1,0,0,0
Moorhead,MN,44505,46.874,-96.768,2,0,0,0
Mankato,MN,44488,44.166,-94,1,0,0,0
Salem,MA,44480,42.52,-70.896,17,0,1,0
Freeport,NY,44472,40.658,-73.584,8,0,0,0
Gallatin,TN,44431,36.388,-86.446,2,0,0,0
Wallingford,CT,44396,41.459,-72.8,2,0,0,0
Bloomfield,MI,44253,42.57,-83.294,12,0,0,0
Saginaw,MI,44202,43.445,-84.022,3,0,0,0
Concord,NH,43976,43.204,-71.536,10,0,0,0
Altoona,PA,43963,40.515,-78.402,4,0,0,0
Campbell,CA,43959,37.287,-121.95,5,0,0,0
Pittsfield,MA,43927,42.448,-73.253,5,0,0,0
Meridian,MI,43916,42.726,-84.406,5,0,0,0
Berkeley,NJ,43754,39.943,-74.266,6,0,0,0
Linden,NJ,43738,40.631,-74.252,14,0,1,0
Sherman,TX,43645,33.637,-96.609,6,0,0,0
Danville,CA,43582,37.822,-122,13,0,0,0
Hagerstown,MD,43527,39.642,-77.72,1,0,0,0
Hickory,NC,43490,35.732,-81.338,2,0,0,0
Oakley,CA,43357,37.998,-121.714,4,0,1,0
Hillsborough,NJ,43276,40.51,-74.652,17,0,0,0
Woonsocket,RI,43240,42,-71.516,1,0,0,0
Jefferson City,MO,43228,38.578,-92.171,1,0,0,0
Commerce,MI,43058,42.583,-83.497,5,0,0,0
Clermont,FL,43021,28.558,-81.765,10,0,1,0
Moline,IL,42985,41.507,-90.515,1,0,0,0
Manassas,VA,42772,38.751,-77.472,1,0,0,0
Beverly,MA,42670,42.55,-70.883,4,0,1,0
Danville,VA,42590,36.588,-79.392,13,0,0,0
Midland,MI,42547,43.613,-84.246,8,0,1,0
Belleville,IL,42404,38.514,-89.984,5,0,2,0
Gainesville,GA,42296,34.299,-83.827,5,0,0,0
Enfield,CT,42141,41.987,-72.553,4,0,0,0
Maplewood,MN,42088,44.956,-93.005,2,0,0,0
Kearny,NJ,41999,40.77,-74.146,3,0,0,0
Fitchburg,MA,41946,42.585,-71.804,1,0,0,0
Marlborough,MA,41793,42.347,-71.549,5,0,1,0
Columbia,TN,41690,35.615,-87.034,13,0,1,1
Saginaw,MI,41679,43.433,-83.939,3,0,0,0
Hollister,CA,41678,36.852,-121.402,3,0,0,0
Marion,IA,41535,42.033,-91.599,18,0,0,0
Marlboro,NJ,41502,40.346,-74.263,5,0,1,0
Brookfield,WI,41464,43.036,-88.115,6,0,0,0
Germantown,TN,41333,35.093,-89.809,4,0,0,0
Delaware,OH,41302,40.299,-83.068,3,1,0,0
Milton,GA,41296,34.118,-84.27,15,0,2,0
Lancaster,TX,41275,32.592,-96.756,12,0,1,0
Pine Bluff,AR,41253,34.229,-92.003,1,0,0,0
Grove City,OH,41252,39.882,-83.094,2,0,0,0
Holly Springs,NC,41239,35.651,-78.834,2,0,0,0
Bartlett,IL,41105,41.992,-88.185,5,0,0,0
Covington,KY,40961,39.084,-84.508,9,0,0,0
Montclair,NJ,40921,40.819,-74.216,1,0,0,0
Manalapan,NJ,40905,40.259,-74.353,1,0,0,0
Shelton,CT,40869,41.308,-73.148,2,0,0,0
Westfield,MA,40834,42.121,-72.749,9,0,0,0
Annapolis,MD,40812,38.978,-76.489,1,0,0,0
Chelsea,MA,40787,42.393,-71.034,7,0,0,0
Lancaster,OH,40552,39.714,-82.602,12,0,1,0
Kailua,HI,40514,21.393,-157.74,1,0,0,0
New Berlin,WI,40451,42.976,-88.108,4,0,0,0
Hurst,TX,40413,32.824,-97.179,1,0,1,0
Findlay,OH,40313,41.043,-83.65,1,0,0,0
DeKalb,IL,40290,41.93,-88.75,3,0,0,0
Crystal Lake,IL,40269,42.241,-88.316,1,0,0,0
Lincoln Park,MI,40245,42.25,-83.177,1,0,0,0
Florence,AL,40184,34.8,-87.677,12,0,1,0
Norwich,CT,40125,41.551,-72.088,4,0,2,0
Brighton,CO,40083,39.985,-104.818,7,0,2,0
Oviedo,FL,40059,28.67,-81.208,0,0,2,0
Hutchinson,KS,40006,38.053,-97.932,1,0,0,0
Wausau,WI,39994,44.96,-89.627,1,0,0,0
Winslow,NJ,39907,39.676,-74.867,6,0,0,0
Florence,SC,39899,34.197,-79.766,12,0,1,0
Grand Blanc,MI,39846,42.899,-83.663,1,0,0,0
Park Ridge,IL,39656,42.009,-87.831,2,0,0,0
San Gabriel,CA,39568,34.096,-118.105,0,0,2,0
Quincy,IL,39463,39.933,-91.409,5,0,0,0
Dover,DE,39403,39.156,-75.524,15,0,1,0
Keizer,OR,39376,44.989,-123.027,1,0,0,0
Roy,UT,39306,41.162,-112.026,2,0,1,0
Amherst,MA,39263,42.342,-72.504,7,0,1,0
Warren,OH,39201,41.237,-80.819,13,0,0,0
Pittsfield,MI,39147,42.2,-83.727,5,0,0,0
Braintree,MA,39143,42.208,-71.004,1,0,0,0
Wheeling,IL,39137,42.137,-87.928,2,0,0,0
Cottage Grove,MN,38839,44.827,-92.94,3,0,0,0
Lynnwood,WA,38568,47.821,-122.315,2,0,0,0
Clovis,NM,38567,34.401,-103.205,1,0,0,0
Lebanon,TN,38431,36.208,-86.291,16,0,0,1
Groton,CT,38411,41.362,-72.049,5,0,0,0
East Point,GA,38358,33.677,-84.441,1,0,0,0
Urbana,IL,38336,40.112,-88.207,3,0,0,0
Shrewsbury,MA,38325,42.284,-71.716,5,0,1,0
Muskegon,MI,38318,43.234,-86.248,1,0,0,0
Holland,MI,38276,42.829,-86.085,11,0,0,0
Holyoke,MA,38238,42.206,-72.609,1,0,0,0
Belleville,NJ,38222,40.796,-74.159,5,0,2,0
Orion,MI,38206,42.752,-83.274,1,0,1,0
Stanton,CA,37962,33.803,-117.993,7,0,0,0
Monrovia,CA,37931,34.145,-118.001,1,0,1,0
Hot Springs,AR,37930,34.504,-93.055,3,0,0,0
Portage,IN,37926,41.576,-87.181,6,0,0,0
Tupelo,MS,37923,34.257,-88.705,2,0,0,0
Montclair,CA,37865,34.078,-117.69,1,0,0,0
New Albany,IN,37841,38.284,-85.823,4,0,0,0
Longview,WA,37818,46.138,-122.934,3,0,0,0
Greenfield,WI,37803,42.966,-88.008,11,0,0,0
Pleasant Grove,UT,37726,40.364,-111.739,1,0,0,0
Rome,GA,37713,34.255,-85.172,6,0,1,0
Saratoga Springs,UT,37696,40.333,-111.909,1,0,0,0
DeLand,FL,37351,29.028,-81.303,1,0,0,0
Leavenworth,KS,37351,39.319,-94.914,2,0,0,0
Claremont,CA,37266,34.095,-117.719,10,0,1,0
Ewing,NJ,37264,40.267,-74.788,4,0,0,0
Lewiston,ME,37121,44.101,-70.215,5,0,0,0
Monroe,NJ,37117,39.658,-74.957,21,0,1,0
Hilliard,OH,37114,40.034,-83.16,1,0,0,0
Rock Island,IL,37108,41.509,-90.576,2,0,0,0
Georgetown,KY,37086,38.21,-84.56,17,0,5,0
Richfield,MN,36994,44.883,-93.283,6,0,0,0
Trumbull,CT,36827,41.263,-73.214,1,0,0,0
Franklin,WI,36816,42.889,-88.038,32,0,0,0
Kearns,UT,36723,40.653,-112.006,0,0,1,0
Independence,MI,36686,42.75,-83.373,12,0,0,0
Beloit,WI,36657,42.499,-89.036,2,0,0,0
Andover,MA,36569,42.647,-71.155,13,0,0,0
Oak Creek,WI,36497,42.894,-87.912,1,0,0,0
Cumberland,RI,36405,41.979,-71.422,7,0,0,0
Chelmsford,MA,36392,42.593,-71.365,0,0,1,0
Roseville,MN,36254,45.006,-93.157,5,0,0,0
Texarkana,TX,36193,33.421,-94.046,1,0,0,0
Dunedin,FL,36068,28.019,-82.772,0,0,1,0
Midvale,UT,36028,40.611,-111.9,2,0,0,0
Marion,OH,35999,40.589,-83.129,18,0,0,0
Richmond,IN,35720,39.829,-84.893,17,0,5,0
Addison,IL,35702,41.92,-87.989,8,0,0,0
Coventry,RI,35688,41.693,-71.663,2,0,1,0
Lima,OH,35579,40.74,-84.105,4,0,1,0
Salisbury,NC,35540,35.667,-80.47,7,0,1,0
Torrington,CT,35515,41.831,-73.134,1,0,0,0
Manhattan Beach,CA,35506,33.885,-118.411,1,0,0,0
Brunswick,OH,35426,41.238,-81.841,7,0,0,0
Wildwood,MO,35417,38.597,-90.64,3,0,0,0
Freehold,NJ,35369,40.207,-74.303,1,0,0,0
Watertown,MA,35329,42.365,-71.184,7,0,0,0
San Juan,TX,35294,26.189,-98.155,0,0,12,0
Springville,UT,35268,40.167,-111.611,3,0,0,0
San Luis,AZ,35257,32.494,-114.784,1,0,9,0
Mount Vernon,WA,35219,48.418,-122.339,15,0,0,0
Glastonbury,CT,35159,41.689,-72.549,0,0,1,0
Midlothian,TX,35125,32.482,-96.994,1,0,0,0
La Porte,TX,35124,29.665,-95.019,3,0,0,0
Woodstock,GA,35065,34.101,-84.519,10,0,2,0
Meridian,MS,35052,32.364,-88.7,5,0,0,0
Long Beach,NY,35029,40.589,-73.664,6,0,0,0
Benton,AR,35014,34.563,-92.587,13,0,0,0
Randolph,MA,34984,42.173,-71.045,11,0,0,0
Fair Lawn,NJ,34927,40.939,-74.123,1,0,0,0
Mason,OH,34792,39.36,-84.309,7,0,0,0
College Park,MD,34740,38.981,-76.938,1,0,0,0
Douglasville,GA,34650,33.751,-84.747,1,0,0,0
Plainfield,IN,34625,39.703,-86.403,10,0,0,0
Pleasant Hill,CA,34613,37.945,-122.06,6,0,0,0
Oswego,IL,34585,41.683,-88.352,2,0,0,0
Richmond,KY,34585,37.747,-84.294,17,0,5,0
Monroe,NC,34562,34.981,-80.549,21,0,1,0
Goshen,IN,34517,41.586,-85.834,10,0,0,0
Deer Park,TX,34495,29.7,-95.124,5,0,0,0
Stow,OH,34483,41.159,-81.44,3,0,0,0
Lexington,MA,34454,42.446,-71.234,17,0,0,0
Orange,NJ,34447,40.77,-74.232,8,0,2,0
Dalton,GA,34417,34.77,-84.968,7,0,0,0
Holland,MI,34378,42.788,-86.108,11,0,0,0
McMinnville,OR,34319,45.21,-123.198,1,0,0,0
Eastpointe,MI,34318,42.465,-82.958,1,0,0,0
Derry,NH,34317,42.889,-71.292,1,0,1,0
Socorro,TX,34306,31.654,-106.304,1,0,4,0
Westlake,OH,34228,41.456,-81.922,3,0,0,0
Lewiston,ID,34203,46.422,-117.027,5,0,0,0
Woodridge,IL,34158,41.751,-88.031,2,0,0,0
Valparaiso,IN,34151,41.468,-87.061,2,0,3,0
Gadsden,AL,33945,34.014,-86.005,1,0,0,0
Leawood,KS,33902,38.906,-94.615,1,0,0,0
Kearney,NE,33790,40.698,-99.082,3,0,0,0
Dartmouth,MA,33783,41.596,-70.993,0,0,1,0
Englewood,CO,33659,39.646,-104.988,4,0,0,0
Goldsboro,NC,33657,35.386,-77.996,2,0,0,0
Bell,CA,33559,33.975,-118.188,3,0,0,0
Plainfield,MI,33535,43.073,-85.61,10,0,0,0
Petersburg,VA,33458,37.226,-77.403,9,0,0,0
Redmond,OR,33274,44.273,-121.174,2,0,0,0
Franklin,MA,33261,42.083,-71.397,32,0,0,0
Brownstown,MI,33194,42.151,-83.281,3,0,0,0
Delta,MI,33119,42.736,-84.685,7,0,1,0
St Charles,IL,33081,41.914,-88.312,8,0,0,0
Lawrence,NJ,33077,40.3,-74.721,7,0,0,0
Spring Valley,NY,33066,41.112,-74.045,5,0,0,0
Salisbury,MD,33050,38.365,-75.601,7,0,1,0
Canton,GA,32973,34.237,-84.491,16,0,0,0
Panama City,FL,32939,30.155,-85.66,0,0,1,0
Pullman,WA,32901,46.73,-117.182,1,0,0,0
Des Moines,WA,32888,47.402,-122.325,2,0,0,0
Dover,NH,32741,43.198,-70.874,15,0,1,0
Sherwood,AR,32731,34.82,-92.234,5,0,0,0
Windsor,CO,32716,40.48,-104.908,16,0,3,0
Beverly Hills,CA,32701,34.073,-118.4,3,0,0,0
Kingman,AZ,32689,35.19,-114.053,2,0,0,0
Bay City,MI,32661,43.596,-83.888,3,0,0,0
Garfield,NJ,32655,40.881,-74.113,6,0,0,0
Chester,PA,32605,39.85,-75.36,17,0,2,0
Andover,MN,32601,45.245,-93.306,13,0,0,0
Falmouth,MA,32517,41.601,-70.595,2,0,2,0
Rochester,NH,32492,43.304,-70.976,12,0,1,0
Seaside,CA,32366,36.609,-121.846,1,0,0,0
OFallon,IL,32289,38.592,-89.911,1,0,0,0
Juneau,AK,32255,58.3,-134.408,1,0,0,0
Carlsbad,NM,32238,32.418,-104.226,1,0,0,0
Syracuse,UT,32141,41.089,-112.065,6,0,0,0
Rome,NY,32127,43.212,-75.456,6,0,1,0
San Pablo,CA,32127,37.962,-122.345,0,0,4,0
Ithaca,NY,32108,42.44,-76.499,3,0,0,0
Helena,MT,32091,46.59,-112.038,3,0,0,0
Needham,MA,32091,42.285,-71.237,1,0,0,0
Michigan City,IN,32075,41.714,-86.9,1,0,0,0
Atwater,CA,31970,37.345,-120.607,1,0,0,0
Florence,KY,31946,38.999,-84.627,12,0,1,0
Clearfield,UT,31909,41.114,-112.026,2,0,0,0
Maryville,TN,31907,35.756,-83.971,2,0,0,0
Duluth,GA,31873,34.003,-84.144,1,0,0,0
Lawndale,CA,31807,33.887,-118.352,1,0,0,0
Bangor,ME,31753,44.801,-68.771,4,0,2,0
West Bend,WI,31752,43.425,-88.184,1,0,0,0
Pekin,IL,31731,40.568,-89.641,1,0,0,0
Port Chester,NY,31693,41.002,-73.666,0,0,1,0
Long Branch,NJ,31667,40.305,-73.983,1,0,0,0
Norwood,MA,31611,42.188,-71.194,11,0,0,0
Flint,MI,31447,43.013,-83.776,1,0,0,0
Cornelius,NC,31412,35.481,-80.858,1,0,0,0
Oak Ridge,TN,31402,36.026,-84.24,6,0,0,0
Elizabethtown,KY,31394,37.702,-85.869,4,0,0,0
Burlingame,CA,31386,37.584,-122.366,1,0,0,0
Shawnee,OK,31377,35.327,-96.924,2,0,0,0
Tewksbury,MA,31342,42.615,-71.233,1,0,0,0
La Verne,CA,31334,34.101,-117.77,1,0,0,0
Livingston,NJ,31330,40.785,-74.33,10,0,2,0
Jackson,MI,31309,42.246,-84.406,18,0,0,0
New Bern,NC,31291,35.108,-77.04,2,0,0,0
Garner,NC,31159,35.707,-78.605,2,0,0,0
Northport,AL,31125,33.229,-87.577,5,0,0,0
Saratoga,CA,31051,37.259,-122.032,3,0,0,0
Westfield,NJ,31032,40.652,-74.348,9,0,0,0
White Lake,MI,30950,42.657,-83.505,3,0,0,0
Niles,IL,30912,42.012,-87.801,2,0,0,0
LaGrange,GA,30858,33.039,-85.032,12,0,0,0
Weatherford,TX,30854,32.759,-97.797,1,0,0,0
Bowling Green,OH,30808,41.375,-83.65,4,0,0,0
San Carlos,CA,30722,37.507,-122.26,0,0,5,0
Princeton,NJ,30681,40.35,-74.659,13,0,0,0
Lawrenceville,GA,30629,33.956,-83.988,3,0,0,0
Newark,DE,30601,39.683,-75.754,9,0,0,0
Newington,CT,30536,41.69,-72.731,2,0,0,0
Morristown,TN,30431,36.214,-83.292,7,0,0,0
Lafayette,CO,30411,39.994,-105.09,12,0,0,0
Milford,MA,30379,42.161,-71.525,18,0,0,0
Van Buren,MI,30375,42.234,-83.513,5,0,0,0
Morgantown,WV,30347,39.63,-79.956,2,0,0,0
Eagle,ID,30346,43.695,-116.354,5,0,0,0
Middletown,NY,30345,41.447,-74.42,13,0,0,0
Sanford,NC,30261,35.48,-79.181,6,0,0,0
Monterey,CA,30218,36.601,-121.894,5,0,1,0
Vernon,CT,30215,41.838,-72.457,11,0,2,0
Highland Park,IL,30176,42.185,-87.801,4,0,0,0
Liberty,MO,30167,39.246,-94.42,16,0,0,0
Bella Vista,AR,30104,36.476,-94.253,0,0,3,0
Salem,NH,30089,42.782,-71.221,17,0,1,0
Laurel,MD,30060,39.103,-76.843,6,0,1,0
Galesburg,IL,30052,40.947,-90.371,3,0,0,0
East Windsor,NJ,30045,40.267,-74.554,1,0,0,0
Erie,CO,30038,40.05,-105.053,3,0,0,0
Southgate,MI,30014,42.214,-83.194,2,0,1,0
Hazleton,PA,29963,40.954,-75.973,5,0,0,0
Melrose,MA,29817,42.455,-71.065,5,0,0,0
Fountain,CO,29802,38.683,-104.701,3,0,0,0
Winter Park,FL,29795,28.598,-81.351,1,0,0,0
Hobart,IN,29752,41.532,-87.255,3,0,1,0
Parkersburg,WV,29738,39.265,-81.563,2,0,0,0
Gloucester,MA,29729,42.613,-70.662,1,0,1,0
Burton,MI,29715,42.99,-83.634,3,0,1,0
Greenville,MS,29670,33.409,-91.06,16,0,1,0
Morrisville,NC,29630,35.834,-78.841,4,0,0,0
Fitchburg,WI,29609,43.016,-89.432,1,0,0,0
Northampton,MA,29571,42.319,-72.631,1,0,1,0
Johnston,RI,29568,41.828,-71.519,2,0,0,0
Central,LA,29565,30.554,-91.037,1,0,1,0
Oak Park,MI,29560,42.46,-83.182,2,0,0,0
Wellesley,MA,29550,42.302,-71.29,0,0,1,0
West Windsor,NJ,29518,40.288,-74.63,1,0,0,0
Windsor,CT,29492,41.864,-72.656,16,0,3,0
Jacksonville,AR,29477,34.866,-92.111,10,0,0,0
Kirkwood,MO,29461,38.581,-90.406,1,0,0,0
Burbank,IL,29439,41.734,-87.78,3,0,0,0
Matthews,NC,29435,35.116,-80.722,2,0,0,0
Texarkana,AR,29387,33.427,-94.039,1,0,0,0
Englewood,NJ,29308,40.894,-73.976,4,0,0,0
Stoughton,MA,29281,42.117,-71.102,1,0,0,0
Danville,IL,29204,40.124,-87.63,13,0,0,0
Williston,ND,29160,48.163,-103.632,4,0,0,0
Lansing,IL,29076,41.565,-87.539,6,0,0,0
Port Huron,MI,28983,42.977,-82.424,1,0,0,0
Brownsburg,IN,28973,39.843,-86.398,0,0,1,0
Stockbridge,GA,28973,33.543,-84.258,4,0,0,0
Russellville,AR,28940,35.278,-93.134,6,0,0,0
Mount Olive,NJ,28886,40.875,-74.751,3,0,0,0
Newburgh,NY,28856,41.498,-74.011,9,0,1,0
Gaines,MI,28812,42.811,-85.605,1,0,0,0
Casselberry,FL,28794,28.662,-81.32,1,0,0,0
Cheshire,CT,28733,41.511,-72.896,2,0,0,0
Jamestown,NY,28712,42.096,-79.241,14,0,1,0
Enterprise,AL,28711,31.314,-85.854,4,0,0,0
Lathrop,CA,28701,37.816,-121.313,1,0,0,0
Independence,KY,28676,38.942,-84.545,12,0,0,0
Lacey,NJ,28655,39.851,-74.252,1,0,0,0
Monroeville,PA,28640,40.434,-79.753,3,0,0,0
Bridgewater,MA,28633,41.973,-70.974,9,0,1,0
Milton,MA,28630,42.242,-71.086,15,0,2,0
Stafford,NJ,28617,39.699,-74.259,4,0,1,0
Frankfort,KY,28602,38.199,-84.876,8,0,1,0
Aberdeen,SD,28495,45.465,-98.488,7,0,1,0
Saratoga Springs,NY,28491,43.083,-73.785,1,0,0,0
Walnut,CA,28430,34.02,-117.866,4,0,0,0
Belmont,CA,28335,37.52,-122.276,9,0,0,0
Marion,IN,28310,40.559,-85.66,18,0,0,0
Oakdale,MN,28303,44.963,-92.964,7,0,0,0
Branford,CT,28273,41.29,-72.807,1,0,0,0
Harrison,NY,28218,40.969,-73.713,11,0,0,0
Kent,OH,28215,41.154,-81.358,3,0,1,0
Greenville,TX,28164,33.14,-96.107,16,0,1,0
Garden City,KS,28151,37.966,-100.874,9,0,0,0
Easton,PA,28127,40.691,-75.209,10,0,0,0
Winchester,VA,28120,39.186,-78.163,13,0,1,0
New Milford,CT,28115,41.614,-73.419,3,0,0,0
Anderson,SC,28106,34.503,-82.65,6,0,0,0
Clinton,MS,28100,32.339,-90.329,24,0,0,0
Danvers,MA,28087,42.576,-70.95,2,0,0,0
Washington,UT,27993,37.13,-113.51,25,1,1,0
Fredericksburg,VA,27982,38.304,-77.46,3,0,0,0
Henderson,KY,27981,37.837,-87.59,11,0,0,0
Ridgecrest,CA,27959,35.623,-117.67,1,0,0,0
Plymouth,MI,27938,42.372,-83.517,17,0,1,0
East Haven,CT,27923,41.312,-72.854,1,0,0,0
Dodge City,KS,27788,37.753,-100.017,1,0,0,0
Williamsport,PA,27754,41.242,-77.002,3,0,0,0
Madison,MS,27747,32.461,-90.112,23,0,0,0
Huntley,IL,27740,42.168,-88.428,1,0,0,0
Mount Pleasant,WI,27732,42.697,-87.856,10,0,0,0
Bluffton,SC,27716,32.208,-80.934,4,0,0,0
Delhi,MI,27710,42.626,-84.526,4,0,1,0
Rockledge,FL,27678,28.331,-80.723,1,0,0,0
Ocean,NJ,27672,40.251,-74.046,1,0,0,0
Ramsey,MN,27646,45.237,-93.45,2,0,1,0
Millville,NJ,27491,39.395,-75.037,6,0,0,0
Hamilton,NJ,27484,39.51,-74.776,17,0,5,0
Green,OH,27475,40.948,-81.471,6,0,0,0
Converse,TX,27466,29.511,-98.308,2,0,0,0
Garden City,MI,27380,42.326,-83.331,9,0,0,0
West Linn,OR,27373,45.367,-122.614,1,0,0,0
New London,CT,27367,41.36,-72.106,8,0,0,0
Mason City,IA,27338,43.152,-93.201,2,0,0,0
Belmont,MA,27295,42.395,-71.181,9,0,0,0
Bridgeton,NJ,27263,39.427,-75.236,2,0,0,0
Wooster,OH,27232,40.798,-81.94,1,0,0,0
Thomasville,NC,27183,35.883,-80.082,2,0,0,0
Newtown,CT,27173,41.394,-73.305,5,0,0,0
Lindenhurst,NY,27148,40.687,-73.373,1,0,0,0
Bristol,TN,27147,36.592,-82.185,11,0,1,0
Fremont,NE,27141,41.433,-96.496,8,0,0,0
Westport,CT,27141,41.148,-73.348,6,0,1,0
Paducah,KY,27137,37.087,-88.597,1,0,0,0
McHenry,IL,27135,42.343,-88.274,2,0,0,0
Crestview,FL,27134,30.748,-86.58,1,0,0,0
Pearl,MS,27115,32.277,-90.132,1,0,1,0
Alvin,TX,27098,29.424,-95.244,1,0,0,0
Wakefield,MA,27090,42.504,-71.065,5,0,1,0
Gladstone,MO,27063,39.205,-94.549,4,0,1,0
Wheeling,WV,27052,40.064,-80.723,2,0,0,0
Wasco,CA,27047,35.594,-119.338,1,0,0,0
Leesburg,FL,27000,28.811,-81.875,5,0,0,0
South Pasadena,CA,26943,34.116,-118.151,1,0,0,0
Pemberton,NJ,26903,39.948,-74.587,2,0,0,0
Palm Springs,FL,26890,26.639,-80.096,1,0,0,0
Auburn,NY,26866,42.932,-76.566,16,0,0,0
Union City,GA,26830,33.579,-84.545,8,0,0,0
Lebanon,PA,26814,40.34,-76.412,16,0,0,1
Edwardsville,IL,26808,38.812,-89.954,3,0,0,0
Florence,AZ,26785,33.031,-111.387,12,0,1,0
