city,lat,lng,population
Tha Muang,13.9611,99.6411,10219
Ban Klang,18.5791,99.0686,10143
Werlte,52.8500,7.6833,10260
Corral de Bustos,-33.2833,-62.2000,10407
Agua Blanca Iturbide,20.3500,-98.3500,10313
Plaridel,13.9511,122.0203,10129
Pirapetinga,-21.6558,-42.3458,10364
Planura,-20.1378,-48.7019,10384
Rawdon,46.0500,-73.7167,10416
Anrochte,51.5667,8.3333,10275
Amurrio,43.0528,-3.0014,10307
Sao Jose do Calcado,-21.0250,-41.6539,10408
Dhantola,26.2016,88.1095,9503
Lingampet,18.2383,78.1303,9860
Bordighera,43.7789,7.6721,10412
Campbellton,48.0050,-66.6731,10411
Reddigudem,16.8939,80.6917,9873
Belaya Kholunitsa,58.8333,50.8500,10406
View Royal,48.4517,-123.4339,10408
Pirai do Norte,-13.7619,-39.3789,10360
Gilbues,-9.8319,-45.3439,10402
Leones,-32.6617,-62.2967,10391
Weil im Schonbuch,48.6214,9.0611,10018
Terralba,39.7197,8.6363,10196
Jacinto Machado,-28.9969,-49.7639,10376
Jaguaribara,-5.6578,-38.6200,10399
Cajobi,-20.8800,-48.8089,10341
Pasewalk,53.5063,13.9900,10213
Ianca,45.1350,27.4747,10343
Merces,-21.1939,-43.3408,10368
Lajes,-5.7000,-36.2450,10381
El Realejo,12.5431,-87.1647,10300
Portet-sur-Garonne,43.5219,1.4061,9791
Puerto Quijarro,-17.7796,-57.7700,10392
Morsbach,50.8667,7.7167,10210
Quetigny,47.3144,5.1061,9261
Dolhasca,47.4303,26.6094,10298
Havza,40.9667,35.6667,10338
Lipova,46.0894,21.6914,10313
Harfleur,49.5067,0.1981,8395
Knezha,43.4931,24.0806,10348
Vaprio d'Adda,45.5667,9.5333,9114
Roche-la-Moliere,45.4339,4.3236,9825
Peixe,-12.0250,-48.5389,10384
Bad Frankenhausen,51.3558,11.1011,10230
Kapyl',53.1500,27.0917,10367
Kanakpur,24.4976,88.0361,8865
Jaqma,33.2925,-7.4406,10306
Badia Polesine,45.0940,11.4934,10348
Natonin,17.1000,121.2833,10339
Frydlant nad Ostravici,49.5928,18.3597,9926
Tokol,47.3219,18.9619,10116
Verucchio,43.9833,12.4215,10012
Fervedouro,-20.7258,-42.2789,10349
Verkhnodniprovsk,48.6561,34.3283,10314
Qiushanxiang,34.3562,104.8983,10310
Cabanaquinta,43.1000,-5.5833,10346
Koflach,47.0639,15.0889,9888
Biot,43.6286,7.0956,9746
Steinau an der Strasse,50.3167,9.4667,10275
Induno Olona,45.8500,8.8333,10266
Klipphausen,51.0833,13.5333,10280
Sao Domingos,-10.7908,-37.5678,10271
Corumba de Goias,-15.9239,-48.8089,10361
Werneck,49.9833,10.1000,10231
Maria Pinto,-33.5333,-71.1333,10343
Neuenstadt am Kocher,49.2333,9.3333,10123
Shamva,-17.3196,31.5700,10317
Bernay,49.0886,0.5983,9951
Nanbu,35.3403,133.3267,10275
Levanger,63.7464,11.2996,10333
Forde,61.4519,5.8569,10339
Murfatlar,44.1736,28.4083,10216
Munchberg,50.1831,11.7857,10215
Vaiano,43.9667,11.1167,10068
Bethanie,-26.4995,17.1500,10363
Blairgowrie,56.5916,-3.3405,9020
Benedito Novo,-26.7828,-49.3639,10336
Letychiv,49.3833,27.6167,10335
Kenzingen,48.1917,7.7683,10089
Datian,25.4379,87.8378,9102
Kut Chap,17.4262,102.5646,10259
Oostzaan,52.4406,4.8789,9757
Sylva,58.0333,56.7681,10113
Bounaamane,29.5283,-9.8044,10310
Kirkel,49.2833,7.2333,10040
Capriolo,45.6373,9.9336,9467
Essey-les-Nancy,48.7058,6.2222,8825
Taksimo,56.3315,114.8900,10359
Akhuryan,40.7814,43.8964,9668
Nagyatad,46.2294,17.3575,10212
Aulendorf,47.9542,9.6389,10180
Aydarken,39.9333,71.3333,10331
Sao Carlos,-27.0778,-53.0039,10291
Buckie,57.6760,-2.9650,8640
Payerne,46.8167,6.9333,9943
El Alamo,40.2306,-3.9944,9908
Hamilton,-37.7333,142.0167,9974
Srisailain,16.0740,78.8680,10288
Korolevo,48.1500,23.1333,10165
Conceicao da Aparecida,-21.0939,-46.2039,10322
Sobral de Monte Agraco,39.0167,-9.1500,10156
Goito,45.2500,10.6667,10222
Monsenhor Gil,-5.5639,-42.6078,10333
Panasapadu,17.0185,82.2349,8994
Rancho Arriba,18.7147,-70.4618,10299
Monte Alegre do Piaui,-9.7539,-45.3039,10345
Konigsbach-Stein,48.9664,8.6089,10051
Roddam,14.1000,77.4300,10164
Kirchzarten,47.9667,7.9500,9880
Iapu,-19.4369,-42.2178,10315
Neuenhaus,52.5000,6.9667,10025
Minamiaso,32.8451,131.0178,10212
Vorsma,55.9833,43.2667,10253
Ksar Lmajaz,35.8428,-5.5586,10237
Recreio,-21.5250,-42.4689,10299
Jordania,-15.9000,-40.1778,10324
Teocuitatlan de Corona,20.0918,-103.3785,10317
Buzdyak,54.5711,54.5308,10323
Selcuk,37.9500,27.3667,10227
Normandia,3.8808,-59.6228,10339
Kalinagar,22.4206,88.8655,8679
Marpingen,49.4500,7.0500,10086
Parana,-12.6150,-47.8828,10338
Ganapavaram,16.4314,80.0515,10029
Cedral,-2.0000,-44.5358,10297
Ben Nasseur,33.1107,6.4410,10330
Lenguazaque,5.3069,-73.7117,10268
Engenheiro Caldas,-19.2189,-42.0458,10280
Biandanshan,26.0409,105.6351,10183
Santa Maria Madalena,-21.9550,-42.0078,10321
Roca Sales,-29.2839,-51.8678,10284
Presidente Kennedy,-21.0989,-41.0469,10314
Oliveira de Frades,40.7333,-8.1667,10261
Ottendorf-Okrilla,51.1792,13.8261,9948
Volterra,43.4000,10.8667,10290
Crosia,39.5667,16.7667,9863
Saint-Gregoire,48.1511,-1.6861,9765
Aperibe,-21.6208,-42.1028,10213
Bieber,50.6000,8.5833,10098
London Colney,51.7260,-0.3000,9507
Kranuan,16.7081,103.0811,10169
Dettingen an der Erms,48.5300,9.3472,9712
Vytegra,61.0000,36.4500,10324
Chavinda,20.0167,-102.4500,10258
Welkenraedt,50.6606,5.9714,9920
Aghbalou n'Kerdous,31.7611,-5.3169,10313
Carmaux,44.0492,2.1581,9641
Pedras de Maria da Cruz,-15.6069,-44.3908,10315
Kampong Tunah Jambu,4.9957,115.0019,8809
Aich,48.6228,9.2372,9901
Ballina,-28.8333,153.5333,8655
Sao Geraldo,-20.9228,-42.8339,10263
Cumra,37.5750,32.7747,10299
Tyukalinsk,55.8667,72.2000,10311
Banska Stiavnica,48.4586,18.8931,10097
Frouzins,43.5161,1.3247,9157
Montemarciano,43.6399,13.3104,9872
Cumnock,55.4529,-4.2638,8830
Campo Redondo,-6.2428,-36.1828,10266
Coldstream,50.2200,-119.2481,10314
Belagola,13.3833,75.5833,10121
Urucania,-20.3508,-42.7389,10291
Mandello del Lario,45.9167,9.3167,10313
Manteswar,23.4197,88.1104,9331
Bellamkonda,16.4923,80.0089,10169
Terra Alta,-1.0378,-47.9078,10262
Bad Ems,50.3381,7.7106,9681
Santa Terezinha de Goias,-14.4378,-49.7058,10302
Sgamna,32.7342,-7.2033,10245
Cermenate,45.7000,9.0833,9187
Chester,44.6500,-64.3000,10310
Argayash,55.4889,60.8767,10293
Ellon,57.3660,-2.0860,10200
Yahyali,38.0990,35.3590,10283
Brumath,48.7319,7.7083,9970
Santo Stefano di Magra,44.1625,9.9151,9613
Queens,44.0333,-64.7167,10307
Trajano de Morais,-22.0628,-42.0658,10289
Bilenke,48.7664,37.6314,9136
Potengi,-7.0908,-40.0269,10276
Kambarka,56.2667,54.2000,10276
Burgau,48.4322,10.4069,9923
Rayen,29.5978,57.4386,10286
Rio dos Cedros,-26.7378,-49.2739,10284
Petrolina de Goias,-16.0950,-49.3378,10283
Novi di Modena,44.8934,10.9010,10107
Soyaux,45.6403,0.1978,9553
Sermoneta,41.5500,12.9833,10077
Rouvroy,50.3936,2.9039,8912
Higashikagura,43.6964,142.4517,10152
Cerro Grande,-30.5900,-51.7389,10268
Pilar,17.4168,120.5954,10146
Waiuku,-37.2500,174.7333,9171
Buenopolis,-17.8728,-44.1800,10292
Centralina,-18.5839,-49.1989,10266
Lontras,-27.1658,-49.5419,10244
Zaozernyy,55.9667,94.7000,10286
Teixeira Soares,-25.3678,-50.4608,10283
Nehoiu,45.4153,26.3082,10211
Groairas,-3.9128,-40.3828,10228
Hecelchakan,20.1667,-90.1333,10285
Bertem,50.8500,4.6167,9958
Santa Clara La Laguna,14.7167,-91.3000,9500
Tokunoshima,27.7267,129.0186,10194
Grand-Couronne,49.3575,1.0072,9716
Ban Bong Tai,17.4057,103.2992,10168
Angelim,-8.8833,-36.2833,10202
Alvorada do Sul,-22.7800,-51.2308,10283
Nieuw-Lekkerland,51.8833,4.6833,9541
Fenggeling,34.5312,106.4437,10250
Fiumefreddo di Sicilia,37.7915,15.2092,9505
Bomareddipalli,18.7044,79.1568,9998
Miradouro,-20.8908,-42.3428,10251
Augustdorf,51.9094,8.7317,10046
Sant'Egidio alla Vibrata,42.8333,13.7167,9753
Chivhu,-19.0196,30.8973,10263
Caetanopolis,-19.2950,-44.4189,10218
Pliezhausen,48.5586,9.2058,9721
Kilkunda,11.2569,76.6697,10150
Ertil,51.8333,40.8000,10265
Binefar,41.8500,0.3000,9888
Mondai,-27.1028,-53.4019,10231
Sao Romao,-16.3689,-45.0689,10276
Kenafif,30.4167,-9.0333,9936
Paranacity,-22.9300,-52.1508,10250
Parnagua,-10.2269,-44.6389,10276
Lillers,50.5636,2.4819,9910
Guadalupe,-6.7869,-43.5689,10268
Selkirk,50.1436,-96.8839,10278
Saint-Felicien,48.6500,-72.4500,10278
Primavera,-0.9428,-47.1158,10268
Bierbeek,50.8333,4.7667,10025
Piranhas,-16.4269,-51.8219,10272
Tulin,23.3700,85.9000,9844
Sao Francisco,-5.1228,-47.3858,10261
Lanskroun,49.9122,16.6120,9800
Slatina,45.7000,17.7000,10208
Iizuna,36.7550,138.2356,10134
Madridejos,39.4667,-3.5333,10230
Manubolu,14.1833,79.8833,9838
Kapuvar,47.6000,17.0331,10161
Rum,47.2872,11.4581,9190
Caldera,-27.0667,-70.8167,10259
Busca,44.5167,7.4667,10110
Steinen,47.6453,7.7403,10049
Hawkesbury,45.6000,-74.6000,10263
Arvorezinha,-28.8719,-52.1750,10225
Soverato Marina,38.6833,16.5500,9095
Oster,50.9486,30.8811,10245
Sao Joao d'Alianca,-14.7058,-47.5250,10257
Fontoura Xavier,-28.9828,-52.3458,10241
Moimenta da Beira,40.9819,-7.6158,10212
Birkenau,49.5607,8.7061,9857
Pires Ferreira,-4.2469,-40.6450,10216
Tres Cachoeiras,-29.4558,-49.9239,10217
Alguazas,38.0514,-1.2414,9842
Nordkirchen,51.7381,7.5256,10063
Francisco Badaro,-16.9928,-42.3519,10248
Lonquimay,-38.4333,-71.2333,10251
Meuselwitz,51.0500,12.3000,10065
Itape,-14.8978,-39.4208,10228
Taufkirchen,48.3439,12.1303,10107
Lugovoy,42.9472,72.7644,10242
Martinopole,-3.2258,-40.6969,10214
Mucuge,-13.0050,-41.3708,10244
La'tamna,31.9117,-7.3350,10063
Wildberg,48.6239,8.7472,10069
Elmas,39.2679,9.0500,9546
Marawi,18.4833,31.8167,10234
Bisignano,39.5073,16.2811,10128
Ronda Alta,-27.7669,-52.8019,10221
Fanzhao,26.6615,108.3834,10165
Andergrove,-21.0931,149.1860,9419
Nishi,32.2011,130.8411,10121
Senhora dos Remedios,-21.0278,-43.5828,10196
Villamarchante,39.5678,-0.6225,10097
Santa Maria de Palautordera,41.6953,2.4458,9666
Radyvyliv,50.1333,25.2500,10190
Hadiaya,30.3413,75.5117,9725
Charala,6.2875,-73.1467,10211
Luza,60.6167,47.2833,10232
Caracol,-9.2789,-43.3300,10212
Tanggemu Nongchang,36.0750,100.0937,10214
Balangkayan,11.4667,125.5000,10185
Cuorgne,45.3833,7.6500,9728
Oppeano,45.3000,11.1833,10017
Vetraz-Monthoux,46.1742,6.2550,8969
Porto Xavier,-27.9058,-55.1378,10194
Wingles,50.4942,2.8553,8754
Sedico,46.1167,12.1000,10119
Blumberg,47.8392,8.5342,10127
Bad Orb,50.2167,9.3500,10020
Tarashcha,49.5500,30.5000,10195
Eumseong,36.9353,127.6897,10077
Honwada,16.7333,77.9333,9916
Flamanzi,47.5644,26.8728,10136
Seye,20.8372,-89.3719,8369
Redentora,-27.6639,-53.6378,10222
Mariluz,-24.0019,-53.1458,10224
Qovlar,40.9419,45.7358,10130
Friedeburg,53.4500,7.8333,10165
Palafolls,41.6692,2.7506,9646
Roberval,48.5200,-72.2300,10227
Cumaru,-8.0058,-35.6969,10192
Bad Wildbad,48.7503,8.5506,10130
Sniatyn,48.4500,25.5667,9942
Sainte-Agathe-des-Monts,46.0500,-74.2800,10223
Shyroke,47.6882,33.2654,10202
Padbury,51.9710,-0.9520,10127
Borzna,51.2333,32.4167,10205
Pithiviers,48.1719,2.2519,8935
Steinfeld,52.6000,8.2167,10054
Jemaat Oulad Mhamed,33.0939,-7.0519,10187
Emsburen,52.3925,7.2914,10148
Launaguet,43.6739,1.4569,8942
Teplodar,46.5036,30.3244,10148
Mstsislaw,54.0196,31.7247,10201
North Dumfries,43.3200,-80.3800,10215
Carqueiranne,43.0950,6.0736,9555
Goytapa,39.1167,48.5953,10067
Hooglede,50.9781,3.0817,9950
Medina,4.5092,-73.3494,10205
Kocaali,41.0636,30.8581,10131
Tutzing,47.9089,11.2814,9933
Houthulst,50.9783,2.9506,10032
Rehburg-Loccum,52.4508,9.2078,10110
Lagoa da Confusao,-10.7939,-49.6239,10210
Csomor,47.5467,19.2244,9779
Salvatierra de Mino,42.0833,-8.5000,10048
Shioya,36.7775,139.8506,10152
Governador Archer,-5.0219,-44.2708,10205
Ainring,47.8136,12.9428,9908
Sao Joao,-25.8278,-52.7250,10181
Rideau Lakes,44.6667,-76.2167,10207
Tolmezzo,46.4000,13.0167,10051
Asola,45.2167,10.4167,10069
Alesd,47.0572,22.3969,10066
Wahlstedt,53.9500,10.2167,9596
Pechea,45.6333,27.8000,10126
Niebull,54.7881,8.8297,9882
Simbach am Inn,48.2656,13.0231,9923
Caspe,41.2333,-0.0333,10183
Castellamonte,45.3819,7.7106,9946
Kushijima,32.7400,130.7572,9624
Itamogi,-21.0778,-47.0478,10157
Sechelt,49.4742,-123.7542,10200
Cetraro,39.5000,15.9500,10048
San Blas,21.5397,-105.2856,10187
Prelouc,50.0399,15.5604,9875
Sao Pedro do Ivai,-23.8650,-51.8558,10167
Nong Ki,14.6867,102.5325,10089
Pullach im Isartal,48.0500,11.5167,8983
Altusried,47.8000,10.2167,10086
Jocoro,13.6167,-88.0167,10060
Tissaf,33.4000,-3.5833,10191
Vigasio,45.3167,10.9333,10134
Molsheim,48.5428,7.4922,9334
Lint,51.1278,4.4943,8641
Mikhaylov,54.2333,39.0333,10174
Skidal',53.5833,24.2500,10168
Satgachia,23.2641,88.1600,8733
Calasparra,38.2306,-1.7000,10133
Cingoli,43.3742,13.2164,10119
Tocina,37.6000,-5.7333,9508
San Sebastiano al Vesuvio,40.8333,14.3667,9057
Za'roura,35.2167,-5.6667,10137
Takahama,35.4903,135.5511,10047
Masquefa,41.5036,1.8136,9623
Catanduvas,-25.2028,-53.1569,10167
Caatiba,-14.9769,-40.4078,10166
Basudebpur,21.8256,87.6190,9129
Le Passage,44.2014,0.6033,9447
Ouistreham,49.2792,-0.2583,9250
Oelsnitz,50.4167,12.1667,9993
Kokoszki,54.3541,18.4915,9693
Annan,54.9830,-3.2660,8780
Kawara,33.6681,130.8472,9955
Foz,43.5694,-7.2583,10078
Covasna,45.8492,26.1853,10114
Elurupadu,16.5167,81.3500,9423
Fort William,56.8198,-5.1052,10175
Souama,36.6417,4.3416,9954
Novo Horizonte,-11.7100,-62.0000,10161
Malior,25.3900,87.8473,8941
Shpola,49.0333,31.4167,10133
Naters,46.3237,7.9886,10073
Granada,6.1442,-75.1853,10117
Mazamet,43.4917,2.3733,10033
Yatton,51.3855,-2.8256,9176
Pernes-les-Fontaines,43.9978,5.0592,9975
Nove Mesto na Morave,49.5615,16.0742,10006
Moree,-29.4650,149.8344,9311
Yermolino,55.2000,36.6000,10089
Cachoeira dos Indios,-6.9269,-38.6739,10114
Ech Chaibat,31.6000,-7.8500,9877
Zumarraga,43.0831,-2.3167,9668
Willstatt,48.5417,7.8964,9985
Racconigi,44.7667,7.6833,9958
Erquelinnes,50.3101,4.1219,9940
Pogliano Milanese,45.5333,9.0000,8406
Laakirchen,47.9828,13.8242,9861
Canapolis,-13.0700,-44.2019,10142
Calcoene,2.4978,-50.9489,10163
Bucine,43.4775,11.6158,10087
Magstadt,48.7422,8.9650,9659
Caem,-11.1000,-40.4333,10143
Phak Hai,14.4626,100.3667,9905
Holsbeek,50.9167,4.7667,9905
Sung Noen,14.8992,101.8208,10061
Byarozawka,53.7167,25.5000,10081
Embrach,47.5103,8.5933,9419
Ban Bu Sung,14.9602,104.1657,10063
Saint-Loubes,44.9172,-0.4281,9770
Pepinster,50.5667,5.8167,9765
Mainaschaff,49.9833,9.0833,8936
Opochka,56.7167,28.6500,10148
Jucurucu,-16.8428,-40.1589,10148
Gavirate,45.8500,8.7167,9374
Heubach,48.7833,9.9333,9774
Chunakhali,22.3010,88.7951,9241
Singera,46.9131,28.9775,9966
La Mision,21.1000,-99.1333,10096
Caudete,38.7044,-0.9881,10077
Ozimek,50.6731,18.2131,10000
Yaotsu,35.4761,137.1417,10070
Choele Choel,-39.2858,-65.6542,10146
Wald,47.2753,8.9144,9758
Arteaga,25.4500,-100.8333,8446
Bruino,45.0167,7.4667,8598
Huldenberg,50.7833,4.5833,9892
Salaverry,-8.2200,-78.9900,10066
Rinopolis,-21.7258,-50.7219,10133
Auterive,43.3503,1.4747,9869
Rokkasho,40.9675,141.3744,10099
Steinhaus,47.1969,8.4861,10025
Zavolzhsk,57.4833,42.1333,10121
Santa Isabel Cholula,19.0000,-98.3667,9236
Bucak,37.4592,30.5950,10094
Tiana,41.4831,2.2697,9009
Iwashita,32.6514,130.8117,9963
Schotten,50.5000,9.1167,10059
Morrovalle,43.3146,13.5806,10056
Chamusca,39.3500,-8.4833,10120
Mengibar,37.9683,-3.8089,9973
Sugbongkogon,8.9500,124.7833,9764
Tolbazy,54.0242,55.8825,10114
Muragacha,23.5314,88.4104,8937
Tanfield,54.8970,-1.7030,8270
Sofiivka,48.2683,38.1847,9597
Agua Branca,-7.5119,-37.6408,10083
Sovicille,43.2833,11.2333,10057
Kuroshio,33.0250,133.0108,10073
Rio do Fogo,-5.2728,-35.3828,10059
Keuruu,62.2597,24.7069,10117
Panchgara,22.7356,88.2675,8428
Ipupiara,-11.8200,-42.6139,10113
Grosshansdorf,53.6667,10.2667,9292
Schonwalde-Siedlung,52.6500,12.9833,10017
Gopalpur,22.2006,87.9692,8294
Satipo,-11.2542,-74.6367,10052
Lysa nad Labem,50.2015,14.8329,9825
Rudesheim am Rhein,49.9790,7.9234,9922
Judenburg,47.1725,14.6603,9960
Iretama,-24.4239,-52.1058,10098
Wustermark,52.5497,12.9497,9928
Dhanwada,16.6500,77.6667,9743
Bagnolo in Piano,44.7667,10.6833,9752
Sulzbach,50.1331,8.5289,8971
Klotze,52.6272,11.1642,10077
Onan,34.8939,132.4378,10086
Zaggota,34.1667,-5.5333,10032
North Glengarry,45.3333,-74.7333,10109
Kurort Steinbach-Hallenberg,50.7006,10.5667,9681
Ledegem,50.8531,3.1267,9716
Digora,43.1500,44.1500,10075
Gambolo,45.2586,8.8647,9916
Cavriago,44.6956,10.5274,9917
Melendugno,40.2667,18.3333,9999
Conde-sur-l'Escaut,50.4492,3.5906,9586
Pavlikeni,43.2375,25.3074,10071
Poienile de sub Munte,47.8167,24.4333,10073
Meldola,44.1333,12.0667,9978
Cabries,43.4411,5.3797,9834
Maiquinique,-15.6208,-40.2658,10082
Lescar,43.3250,-0.4161,9735
Dylym,43.0710,46.6345,10014
Macomer,40.2644,8.7751,10019
Heves,47.6000,20.2833,9999
Krivodanovka,55.0881,82.6551,10051
Kamalasai,16.3383,103.5756,9942
Santa Teresa,-25.0519,-53.6328,10096
Oberhausen-Rheinhausen,49.2606,8.4850,9593
Nogliki,51.8333,143.1667,10098
Kinhalu,15.4431,76.1397,9802
Nideggen,50.7000,6.4833,9945
Bela Vista de Minas,-19.8300,-43.0908,10004
South Huron,43.3200,-81.5000,10096
Sakuho,36.1611,138.4833,10042
Mengen,48.0497,9.3300,9896
Brembate,45.6000,9.5500,8551
Marieville,45.4333,-73.1667,10094
Crigglestone,53.6440,-1.5226,9271
Kaman,39.3575,33.7239,10067
Mori,45.8513,10.9817,9846
Wolfersheim,50.3975,8.8114,9863
Bilaspur,30.3044,77.3028,9620
Bou Nouh,36.5000,3.9333,9731
Rosstal,49.4000,10.8833,9868
Hingyon,16.8333,121.1167,9930
Sinimbu,-29.5389,-52.5219,10068
San Felice Circeo,41.2353,13.0956,10054
Arques,50.7356,2.3025,9654
Makale,-3.0860,119.8469,9960
Hongliuwan,39.6348,94.3386,10079
Dallgow-Doberitz,52.5331,13.0500,9931
Oldenburg in Holstein,54.2922,10.8867,9833
Asagi Ayibli,40.9347,45.8261,9983
Chilakhana,26.2990,89.5892,9263
Bergambacht,51.9314,4.7560,9801
Sannicandro di Bari,41.0000,16.8000,9902
Divonne-les-Bains,46.3567,6.1428,9787
Kummersbruck,49.4167,11.8833,9867
Narborough,52.5727,-1.2023,8448
San Agustin de las Juntas,17.0000,-96.7167,9342
San Isidro,9.8000,124.3000,9909
Kosching,48.8167,11.5000,9695
Ikryanoye,46.0903,47.7306,10036
Lakhya,22.1515,88.0388,8247
Berd,40.8808,45.3917,9864
Tsuno,32.2567,131.5597,9972
Lenggries,47.6803,11.5739,10027
Aveley,51.5018,0.2534,9461
Hayle,50.1860,-5.4190,9400
Lovendegem,51.0950,3.6056,9574
Taghbalt,30.6200,-5.3500,10054
Aire-sur-la-Lys,50.6386,2.3967,9772
Portland,-38.3333,141.6000,9712
Tarnok,47.3597,18.8586,9654
Pescaria Brava,-28.3833,-48.8833,9980
Planalto,-27.3289,-53.0589,10019
Le Beausset,43.1983,5.8028,9790
Kosh-Agach,49.9927,88.6760,10061
Inverigo,45.7333,9.2167,9146
Ivancice,49.1015,16.3775,9854
Kalaikunda,22.3392,87.2264,9344
Nutakki,16.4139,80.6506,9236
Kargopol,61.5000,38.9333,10055
Guaraciaba,-26.5989,-53.5178,10026
San Pancrazio Salentino,40.4167,17.8333,9882
Figeac,44.6086,2.0317,9778
Garlasco,45.2000,8.9167,9805
Rodinghausen,52.2550,8.4817,9784
Ahmadpur,23.8301,87.6866,9242
Matadepera,41.6036,2.0244,9672
Isabela,18.4991,-67.0220,10052
Barwan,23.9409,87.9350,8974
Moba,-7.0596,29.7200,10006
Hoek van Holland,51.9763,4.1323,9382
'Ain Leuh,33.3017,-5.3483,9669
Santamaguluru,16.1303,79.9486,9687
Barga,44.0750,10.4817,9898
Lentvaris,54.6436,25.0517,10000
Sankt Andra,46.7667,14.8167,9957
Surany,48.0833,18.1833,9878
Highfields,-27.4633,151.9458,9474
Robore,-18.3295,-59.7600,10036
Sipacate,13.9333,-91.1500,10000
Nohfelden,49.5867,7.1428,9938
Valea lui Mihai,47.5200,22.1300,9902
Merzenich,50.8262,6.5267,9778
San Pedro Huamelula,16.0167,-95.6667,10014
Santa Maria Ajoloapan,19.9692,-99.0353,9185
Tay,44.7167,-79.7667,10033
Santa Margherita Ligure,44.3349,9.2101,9124
Dubove,48.1781,23.8863,9938
Suaita,6.1019,-73.4406,10006
Ohrdruf,50.8281,10.7328,9784
Coycoyan de las Flores,17.2667,-98.2667,9936
Moravska Trebova,49.7580,16.6643,9795
Valozhyn,54.0833,26.5167,10012
Volodarsk,56.2333,43.2000,9972
Urgnano,45.5972,9.6950,9908
Gassino Torinese,45.1333,7.8167,9559
Caraibas,-14.6000,-41.3350,10016
Wielsbeke,50.9089,3.3697,9584
Galleh Dar,27.6594,52.6575,9982
Purkersdorf,48.2092,16.1792,9701
Kami-kawabe,35.4867,137.0706,9784
Puigcerda,42.4317,1.9283,9518
Nogent-le-Rotrou,48.3217,0.8217,9610
Taltal,-25.4000,-70.4700,10018
Senanga,-16.1196,23.2700,10005
Dodarasinakere,12.5083,77.0200,9541
Vuktyl,63.8667,57.3167,10017
Maisenhausen,50.0172,8.9915,9488
Alajarvi,63.0000,23.8167,10006
Fatsa,41.0222,37.4919,9738
Kirchlinteln,52.9428,9.3183,9956
Kapelle-op-den-Bos,51.0167,4.3667,9396
Hiranai,40.9261,140.9561,9964
Alkhan-Yurt,43.2317,45.5722,9783
Jerez,14.1000,-89.7500,9845
Hoeselt,50.8500,5.4833,9685
Uchoa,-20.9528,-49.1750,9968
Saint-Amand-Montrond,46.7228,2.5050,9531
Niederhasli,47.4822,8.4861,9188
Gar,32.2004,79.9833,10000
Araua,-11.2619,-37.6200,9947
Hlinsko,49.7622,15.9076,9602
Giesen,52.2000,9.8833,9709
Pyetrykaw,52.1333,28.5000,9986
Visbek,52.8333,8.3167,9876
Ratne,51.6500,24.5333,9955
Saint-Pierre-du-Mont,43.8825,-0.5194,9625
Fernan-Nunez,37.6667,-4.7167,9667
Lapinlahti,63.3667,27.3833,9982
Pagidyala,15.9330,78.3330,9579
Lizzano,40.3919,17.4483,9990
Tarhjicht,29.0565,-9.4280,9988
Oued Laou,35.4500,-5.0833,9665
Zafargarh,17.7686,79.4859,9698
Ruffano,39.9833,18.2500,9741
Darabani,48.1864,26.5892,9893
Matias Cardoso,-14.8550,-43.9219,9979
Magnago,45.5792,8.8025,9167
Coronel Freitas,-26.9089,-52.7028,9940
Sao Sebastiao do Maranhao,-18.0839,-42.5708,9963
Cristino Castro,-8.8178,-44.2239,9981
Kathia,24.4663,87.9022,8465
Campobello di Licata,37.2594,13.9192,9860
Boves,44.3333,7.5500,9788
Vlist,51.9867,4.7889,9806
Teotitlan,18.1333,-97.0833,9876
Bastak,27.1992,54.3667,9959
Ii,65.3167,25.3722,9966
Toging am Inn,48.2720,12.6059,9291
Boudinar,35.2001,-3.6429,9863
Bad Konig,49.7413,9.0071,9762
Pasian di Prato,46.0500,13.2000,9363
Mont-Saint-Martin,49.5406,5.7794,8953
Ventania,-24.2458,-50.2428,9957
Blain,47.4761,-1.7636,9873
Consuegra,39.4619,-3.6064,9942
Miandasht,33.0736,50.1647,9933
Pereshchepyne,49.0179,35.3598,9931
Daruvar,45.6000,17.2167,9815
Santa Cruz Atizapan,19.1756,-99.4886,8909
Dongcha,34.3800,106.6623,9920
Imarui,-28.3408,-48.8200,9948
Goldenstedt,52.7833,8.4167,9855
Liesveld,51.9156,4.8456,9746
Catunda,-4.6478,-40.2008,9952
Cuicatlan,17.8000,-96.9500,9945
Fouesnant,47.8933,-4.0122,9668
Itatiaiucu,-20.1969,-44.4208,9928
Ribadeo,43.5336,-7.0403,9871
