city,lat,lng,population
Palmares do Sul,-30.2578,-50.5100,10969
El Tarra,8.5756,-73.0944,10957
Hulshout,51.0753,4.7886,10382
Schkopau,51.3833,11.9667,10870
Kattipudi,17.2500,82.3333,10680
Saint-Laurent-de-la-Salanque,42.7736,2.9908,10158
Lomazzo,45.7000,9.0333,9929
Keila,59.3086,24.4225,10078
Adjala-Tosorontio,44.1333,-79.9333,10975
Rokytne,49.6897,30.4751,10938
Phrai Bueng,14.7490,104.3574,10864
Capitao de Campos,-4.4569,-41.9439,10953
Daulatpur,25.3682,87.8983,9565
Medesano,44.7568,10.1403,10850
Barmstedt,53.7833,9.7667,10368
Springbok,-29.6667,17.8833,10438
Minamiise,34.3519,136.7039,10926
Sidi Namane,36.7581,3.9839,10688
Wooburn,51.5810,-0.6910,10792
Alberique,39.1167,-0.5211,10571
Matsuda-soryo,35.3483,139.1394,10682
Chambly,49.1667,2.2481,10174
Punitaqui,-30.9000,-71.2667,10956
Pontchateau,47.4369,-2.0878,10771
La Palma del Condado,37.3842,-6.5517,10787
Neuhof,50.4333,9.6167,10843
Minamisanriku,38.6778,141.4464,10896
Sultanhani,38.2481,33.5465,10884
Hurzuf,44.5528,34.2875,9117
Neman,55.0333,22.0333,10931
Salo,45.6000,10.5333,10603
Pont-Saint-Esprit,44.2564,4.6483,10397
Canelli,44.7208,8.2928,10430
Duas Barras,-22.0508,-42.5219,10930
Carmo da Mata,-20.5578,-44.8708,10927
Inacio Martins,-25.5708,-51.0789,10943
La Puebla de Cazalla,37.2222,-5.3125,10896
Bad Iburg,52.1592,8.0472,10661
Ketugram,23.6957,88.0414,9990
Metsamor,40.1428,44.1164,9870
Herxheim,49.1469,8.2200,10588
Zwettl,48.6033,15.1689,10908
Donzdorf,48.6833,9.8167,10682
Boizenburg,53.3743,10.7231,10724
Koppaka,16.7494,81.0311,10560
Engen,47.8528,8.7714,10796
Gerzat,45.8258,3.1447,10315
Pelissanne,43.6314,5.1506,10404
Bischofswerda,51.1275,14.1797,10715
Wijnegem,51.2278,4.5156,9711
Jeronimo Monteiro,-20.7889,-41.3950,10879
Brunete,40.4000,-3.9936,10726
Cerro Cora,-6.0458,-36.3458,10916
Isselburg,51.8331,6.4667,10692
Hamilton Township,44.0540,-78.2164,10942.00
Lagoa do Mato,-6.0469,-43.5258,10934
Kaufering,48.0833,10.8833,10355
Kandry,54.5667,54.1167,10885
Serido,-6.9339,-36.4019,10900
Los Corrales de Buelna,43.2617,-4.0653,10703
Villers-la-Ville,50.5833,4.5333,10713
Guantingzhan,40.2492,115.5780,10863
Sanjiangkou,24.7579,104.5901,10860
Cadelbosco di Sopra,44.7667,10.6000,10691
Barberino di Mugello,44.0000,11.2333,10924
Kowary,50.7917,15.8333,10650
Emirdag,39.0197,31.1503,10914
Yalvac,38.3000,31.1833,10912
Ilvesheim,49.4725,8.5675,9346
Villers-Cotterets,49.2531,3.0903,10676
Massa Lombarda,44.4500,11.8167,10646
Resende Costa,-20.9219,-44.2378,10913
Cacimbinhas,-9.4000,-36.9900,10889
Casaluce,41.0020,14.1983,9893
Alto Paraguai,-14.5139,-56.4828,10921
Montignoso,44.0167,10.1667,10311
Figuig,32.1167,-1.2269,10872
Weinbohla,51.1667,13.5667,10380
Stephanskirchen,47.8500,12.1833,10528
Hagondange,49.2542,6.1681,9243
Kisujszallas,47.2167,20.7667,10870
Pau Brasil,-15.4639,-39.6508,10905
Bueno Brandao,-22.4408,-46.3508,10892
Gok,27.1065,88.2459,9100
Gudlavalleru,16.3500,81.0500,10491
Kamen'-Rybolov,44.7667,132.0167,10909
Itarana,-19.8739,-40.8750,10881
Bobrovytsia,50.7333,31.3833,10894
Bobrynets,48.0578,32.1581,10898
Erstein,48.4219,7.6611,10621
Shevington,53.5720,-2.6900,9517
Ville-la-Grand,46.2022,6.2469,8926
Barano d'Ischia,40.7167,13.9167,10001
Le Cres,43.6472,3.9392,9316
Khlung,12.4525,102.2267,10835
Yungay,-37.1194,-72.0189,10884
Goldbach,49.9889,9.1864,9997
Braine-le-Chateau,50.6833,4.2667,10447
Sao Bento do Sapucai,-22.6889,-45.7308,10864
San Maurizio Canavese,45.2171,7.6305,10312
Borgloon,50.8022,5.3433,10697
Setubinha,-17.6000,-42.1589,10885
Sagarejo,41.7333,45.3333,10871
Feyzin,45.6728,4.8589,9879
Dourdan,48.5289,2.0108,10559
Ramacca,37.3833,14.7000,10866
Davos,46.8091,9.8398,10862
Asahi,36.9500,137.5667,10852
Governador Lindenberg,-19.2519,-40.4608,10869
Ciudad Insurgentes,25.2617,-111.7744,9133
Pua,19.1799,100.9089,10831
Cori,41.6500,12.9167,10893
Nivala,63.9292,24.9778,10876
Bofete,-23.1022,-48.2578,10879
Langenzenn,49.4944,10.7947,10665
Boekel,51.6011,5.6742,10588
Tecoh,20.7419,-89.4744,9134
Court-Saint-Etienne,50.6333,4.5667,10500
Itapebi,-15.9508,-39.5339,10882
Mesyagutovo,55.5322,58.2550,10883
Krzeszowice,50.1333,19.6333,10281
Kotur,17.1447,78.2886,10519
Estiva,-22.4628,-46.0169,10845
Tosagua,-0.7864,-80.2342,10751
Le Locle,47.0532,6.7482,10433
Mogotes,6.4764,-72.9703,10860
Koronowo,53.3137,17.9370,10818
Alto Rio Doce,-21.0258,-43.4108,10859
Kursenai,56.0032,22.9366,10829
Komarolu,15.2667,79.0000,10746
Valaparla,15.9167,80.0500,10151
Amioun,34.2994,35.8097,10000
St. Clements,50.2689,-96.6742,10876
Khorol,44.4250,132.0750,10860
Novgorodskoye,48.3156,37.8839,10227
Villiersdorp,-33.9833,19.2833,10004
Serris,48.8564,2.7861,9236
Saint-Amable,45.6500,-73.3000,10870
Weyburn,49.6611,-103.8525,10870
Lollar,50.6497,8.7044,10395
Strasshof an der Nordbahn,48.3194,16.6475,10009
Lauterach,47.4772,9.7314,10028
Sam Ko,14.6013,100.2602,10696
Itri,41.2833,13.5333,10761
Ripoll,42.2011,2.1903,10721
Parauna,-16.9478,-50.4489,10863
Tacima,-6.4878,-35.6369,10822
San Pablo Huixtepec,16.8167,-96.7833,9313
Afonso Bezerra,-5.4978,-36.5058,10844
Beclean,47.1797,24.1797,10628
Grigiskes,54.6833,25.0833,10815
Sarmiento,-45.6000,-69.0833,10858
Cantillana,37.6000,-5.8167,10755
San Juan,17.6834,120.7320,10688
Erlenbach am Main,49.8039,9.1639,10227
Cedro,-7.7219,-39.2389,10778
Suyo,16.9667,120.5500,10766
Reguengos de Monsaraz,38.4167,-7.5333,10828
Raeren,50.6833,6.1167,10707
Ngorongoro,-3.2496,35.5200,10836
Chesterfield,53.2358,-1.4275,10688
Laranja da Terra,-19.8989,-41.0569,10826
Amatura,-3.3639,-68.1978,10847
Celldomolk,47.2575,17.1525,10646
Manevychi,51.2925,25.5503,10825
Sharg`un,38.4639,67.9672,10716
Tatvan,38.5022,42.2814,10786
Castalla,38.5967,-0.6708,10752
Pencoed,51.5228,-3.5047,9166
Ixtacomitan,17.4267,-93.0943,10772
Orsta,62.2003,6.1322,10830
Capena,42.1403,12.5403,10799
Burgos,18.5167,120.6500,10759
Hrebinka,50.1180,32.4396,10805
Kitee,62.0986,30.1375,10832
Bestwig,51.3667,8.4000,10687
Lavaur,43.6989,1.8189,10671
Sao Tome,-5.9728,-36.0750,10827
Primeiro de Maio,-22.8508,-51.0278,10832
Weingarten,49.0514,8.5306,10482
Maur,47.3417,8.6703,10148
Gaohucun,28.3368,120.2167,10725
Pirauba,-21.2758,-43.0258,10759
Baryshivka,50.3703,31.3286,10783
South Dundas,44.9167,-75.2667,10833
Emiliano Zapata,16.5000,-92.8667,10783
Yeghvard,40.3217,44.4814,10656
Weeze,51.6267,6.1967,10697
Nova Floresta,-6.4550,-36.2028,10650
Xiaozui,35.6912,108.0779,10713
Rincao,-21.5869,-48.0708,10796
Fiuggi,41.8000,13.2167,10511
Diavata,40.6883,22.8583,9890
Itapitanga,-14.4228,-39.5650,10800
Jaipur,23.4313,86.1493,10259
Braunsbedra,51.2833,11.9000,10678
Khrystynivka,48.8333,29.9667,10762
Euxton,53.6620,-2.6740,9993
Paikpara,24.3149,87.8503,9993
Wang Sombun,13.3515,102.1833,10747
Randazzo,37.8833,14.9500,10763
Nurmo,62.8278,22.9083,10785
Ogano,36.0172,139.0086,10751
Fontaine-les-Dijon,47.3433,5.0192,8844
Kolno,53.4106,21.9339,10396
Kurman,45.4978,34.2950,10766
Imi Mokorn,30.1675,-9.2322,10748
Haigerloch,48.3647,8.8050,10669
Malkara,40.8933,26.9042,10763
Montignies-le-Tilleul,50.3833,4.3833,10136
Ararenda,-4.7528,-40.8328,10775
Poiana Mare,43.9127,23.0940,10740
Tiszafoldvar,46.9833,20.2500,10672
Foum Jam'a,31.9600,-6.9800,9873
Juripiranga,-7.3728,-35.2378,10669
Shannon,52.7137,-8.8686,9222
Tezontepec,19.8833,-98.8167,10723
Joutseno,61.1181,28.5097,10750
Dali,35.0240,33.4226,10466
Narkatpalli,17.2030,79.1950,10394
Uzda,53.4661,27.2244,10781
Santo Domingo,6.4708,-75.1658,10759
Volda,62.1468,6.0680,10781
Tiszafured,47.6190,20.7600,10745
Furth,49.6502,8.7803,10522
Douar Bouchfaa,34.1014,-4.2939,10724
Guaraci,-20.4986,-48.9447,10778
Ban Ko,13.6486,100.0063,10561
Bananal,-22.6839,-44.3228,10775
Zuchwil,47.2056,7.5597,8875
Messstetten,48.1806,8.9625,10653
Bleicherode,51.4167,10.5667,10419
Marasesti,45.8800,27.2300,10671
Demmin,53.9050,13.0439,10657
Hochdorf,47.1664,8.2889,9832
Mery-sur-Oise,49.0636,2.1864,9900
Le Taillan-Medoc,44.9044,-0.6697,10118
Oloron-Sainte-Marie,43.1942,-0.6067,10629
Diedorf,48.3500,10.7667,10469
Itatuba,-7.3750,-35.6278,10739
Urlati,44.9911,26.2306,10541
Wald-Michelbach,49.5724,8.8243,10638
Jaguari,-29.4969,-54.6900,10765
San German,18.0827,-67.0460,10781
Swan Hill,-35.3333,143.5500,9864
Magny-le-Hongre,48.8631,2.8136,8876
Astorga,42.4589,-6.0633,10553
Wittelsheim,47.8053,7.2375,10341
Huetor-Tajar,37.1947,-4.0464,10514
Birkenfeld,48.8697,8.6361,10238
Vigonovo,45.3852,12.0074,9998
Tanant,31.8667,-6.9500,10706
Joaquim Tavora,-23.4989,-49.9050,10736
Otsuchi,39.3597,141.9064,10719
Kongen,48.6819,9.3667,9975
Yuzhno-Sukhokumsk,44.6667,45.6500,10641
Kranenburg,51.7897,6.0072,10632
Centenario do Sul,-22.8208,-51.5950,10764
Al Musayfirah,32.6322,36.3386,10466
Alto Parnaiba,-9.1108,-45.9300,10766
Lerici,44.0763,9.9111,10133
Curimata,-10.0358,-44.3058,10761
Coite do Noia,-9.6319,-36.5789,10643
Iwai,35.5758,134.3319,10675
Pintadas,-11.8128,-39.9089,10742
Goianapolis,-16.5108,-49.0239,10695
Lakkireddipalle,14.1667,78.7000,10303
Daganzo de Arriba,40.5433,-3.4572,10520
Nizza Monferrato,44.7747,8.3550,10313
Caernarfon,53.1400,-4.2700,9615
Taouloukoult,31.2167,-9.0833,10682
L'Ile-Perrot,45.3833,-73.9500,10756
Notre-Dame-de-l'Ile-Perrot,45.3667,-73.9333,10756
Ban Lueak,13.7065,99.8902,10480
Felsberg,51.1346,9.4215,10627
Tangerhutte,52.4333,11.8000,10718
Khasbalanda,22.5881,88.6887,9046
Williams Lake,52.1294,-122.1383,10753
Octeville,49.6269,-1.6431,9465
Bischofshofen,47.4172,13.2194,10540
Estaimpuis,50.6756,3.2758,10424
Quincy-sous-Senart,48.6711,2.5339,9018
Santa Barbara,26.8133,-105.8203,10721
Telkapalli,16.4500,78.4667,10384
Arbaa Sahel,29.5993,-9.8770,10705
Santa Catarina Ayotzingo,19.2647,-98.8975,10702
Nadezhda,45.0448,42.1104,10695
Vanzago,45.5333,9.0000,9224
Surazh,53.0167,32.4000,10728
Seberi,-27.4778,-53.4028,10713
Sao Luis do Paraitinga,-23.2219,-45.3100,10731
Aigle,46.3173,6.9646,10131
Alberobello,40.7841,17.2375,10725
Coriano,43.9691,12.6006,10522
Opglabbeek,51.0422,5.5825,10332
Darling,-33.3833,18.3833,10420
Orthez,43.4881,-0.7708,10515
Itabirinha de Mantena,-18.5658,-41.2328,10692
Mount Evelyn,-37.7830,145.3850,9702
Caslav,49.9110,15.3898,10350
Southwater,51.0238,-0.3526,10025
Elliot Lake,46.3833,-82.6500,10741
Presidente Vargas,-3.4069,-44.0239,10717
Aguadilla,18.4382,-67.1536,10739
Praskoveya,44.7444,44.2031,10721
Cassa de la Selva,41.8893,2.8742,10505
Bourg-de-Peage,45.0378,5.0500,10007
Benalla,-36.5519,145.9817,10330
Tamanar,31.0833,-9.6756,10584
Sao Bras de Alportel,37.1500,-7.8833,10662
Locate di Triulzi,45.3500,9.2167,9943
Branquinha,-9.2458,-36.0150,10675
Murtosa,40.7369,-8.6386,10585
Bargas,39.9400,-4.0194,10611
Diessen am Ammersee,47.9500,11.1000,10599
Ichnia,50.8500,32.4000,10709
Zavitinsk,50.1167,129.4333,10721
Bondues,50.7017,3.0933,9961
Leognan,44.7286,-0.6008,10471
San Ricardo,9.9167,125.2833,10500
Abadou,31.5797,-7.3122,10602
Mudgee,-32.6125,149.5872,9830
Gignac-la-Nerthe,43.3932,5.2356,9606
Poirino,44.9167,7.8500,10576
Kingsteignton,50.5458,-3.5962,10600
Villa Purificacion,19.7858,-104.7078,10704
Urubici,-28.0150,-49.5919,10699
Bedum,53.3000,6.6000,10475
Nakayama,38.3333,140.2831,10617
Salemi,37.8167,12.8000,10647
Brejolandia,-12.4828,-43.9658,10698
Sidi Bousber,34.5667,-5.3667,10528
Silea,45.6547,12.2967,10163
Cantley,45.5667,-75.7833,10699
Torre Santa Susanna,40.4667,17.7333,10510
Gravatal,-28.3308,-49.0350,10635
Jibou,47.2583,23.2583,10407
Dinagat,9.9561,125.5933,10621
Villa Jaragua,18.4800,-71.5000,10619
Inkerman,44.6142,33.6083,10196
Nova Olinda,-7.6319,-48.4228,10686
Jucati,-8.7058,-36.4889,10604
Riedlingen,48.1553,9.4728,10528
Tafalla,42.5289,-1.6736,10582
Hameenkyro,61.6333,23.2000,10667
Agdz,30.6984,-6.4729,10681
Cowra,-33.8183,148.6578,10063
Lichtenau,51.6000,8.8833,10632
Pirpirituba,-6.7800,-35.4989,10555
Burgkirchen an der Alz,48.1667,12.7167,10460
Had Laaounate,32.6128,-8.2256,10580
Szigetvar,46.0481,17.8125,10421
Gernsheim,49.7517,8.4850,10423
Duque Bacelar,-4.1558,-42.9439,10649
Fondettes,47.4042,0.5989,10357
Itaueira,-7.6028,-43.0258,10678
Aver-o-Mar,41.4039,-8.7690,8961
Orsova,44.7253,22.3961,10441
Peschiera del Garda,45.4386,10.6886,10583
Merchweiler,49.3603,7.0600,9905
Amtar,35.2385,-4.7943,10574
Almoloya,19.7000,-98.4000,10638
Atessa,42.0667,14.4500,10580
Penarroya-Pueblonuevo,38.3000,-5.2667,10508
Otelu Rosu,45.5333,22.3667,10510
Rombas,49.2494,6.0947,9833
Recco,44.3621,9.1435,9683
Canelinha,-27.2650,-48.7678,10603
Chuqung,33.3743,97.0637,10659
Ardrossan,55.6432,-4.8097,10670
Hetane,32.8403,-6.8025,10618
Zawyat Ahancal,31.8325,-6.1056,10657
Roccapiemonte,40.7617,14.6933,8977
Waldkirchen,48.7306,13.6011,10534
Castelli Calepio,45.6333,9.9000,10453
Paimio,60.4569,22.6861,10620
Nelson,49.5000,-117.2833,10664
Knin,44.0333,16.1833,10633
Weilheim an der Teck,48.6150,9.5386,10275
Tubara,10.8742,-74.9786,10602
Ribeirao Claro,-23.1939,-49.7578,10645
Querfurt,51.3833,11.6000,10593
Cunha Pora,-26.8939,-53.1678,10613
Devanakonda,15.5333,77.5500,10493
Faxinal dos Guedes,-26.8528,-52.2600,10649
Kuiyibagecun,38.0836,77.1529,10553
Baran',54.4833,30.3333,10573
Castrolibero,39.3167,16.2000,9809
Tokigawa,36.0086,139.2969,10470
Vysokovsk,56.3167,36.5500,10586
Las Matas de Santa Cruz,19.6700,-71.5000,10559
Mara Rosa,-14.0169,-49.1778,10649
La Trinite,43.7408,7.3142,9985
Sosenskiy,54.0500,35.9667,10628
Shirako,35.4544,140.3744,10280
Gudofredo Viana,-1.4028,-45.7800,10635
Castelletto sopra Ticino,45.7167,8.6333,9969
Marum,53.1333,6.2500,10488
Trets,43.4469,5.6858,10500
Altotting,48.2264,12.6759,10119
Vittuone,45.4833,8.9500,9152
Conselve,45.2333,11.8667,10224
Kolarovo,47.9153,17.9972,10546
Mouans-Sartoux,43.6200,6.9719,9911
Kingaroy,-26.5408,151.8394,10020
Potavaram,17.0194,81.4128,10130
Murata,38.1186,140.7225,10506
Sint-Lievens-Houtem,50.9167,3.8667,10255
Spa,50.5000,5.8667,10378
Urrugne,43.3622,-1.7000,10432
Bobenheim-Roxheim,49.5839,8.3611,10154
Ain Zora,34.6575,-3.5331,10601
Ayntap,40.0986,44.4681,9550
Pasil,17.3833,121.1500,10577
Lambton Shores,43.1833,-81.9000,10631
Nueva Guadalupe,13.5333,-88.3500,8905
Santiago Suchilquitongo,17.2500,-96.8833,10397
Pola de Lena,43.1583,-5.8292,10596
Kauniainen,60.2097,24.7264,9486
Isola Vicentina,45.6333,11.4500,10242
Villeneuve-les-Maguelone,43.5322,3.8608,10178
Canteras,37.6122,-1.0438,10167
Begijnendijk,51.0186,4.7850,10053
Souq Sebt Says,32.7772,-8.6433,10488
Toundout,31.2647,-6.5906,10606
Mokrisset,34.9100,-5.3536,10545
Ergani,38.2692,39.7617,10528
Hochberg,49.7831,9.8817,9379
Mussomeli,37.5794,13.7525,10556
Vouzela,40.7000,-8.1167,10564
Norvenich,50.8000,6.6500,10459
Ozieri,40.5849,9.0033,10575
Monnickendam,52.4547,5.0353,10316
Jablanica,43.6583,17.7583,10580
Benito Juarez,-37.6833,-59.8000,10609
Escaudain,50.3344,3.3428,9645
Schalksmuhle,51.2403,7.5333,10341
Tourza,29.3885,-9.9607,10577
Kimpese,-5.5500,14.4300,10578
Aerzen,52.0496,9.2638,10510
Torrejon de la Calzada,40.2000,-3.8000,9549
Biskupiec,53.8647,20.9569,10539
Peschanokopskoye,46.1961,41.0775,10593
Kamikawa,35.0642,134.7394,10557
Khilok,51.3500,110.4500,10607
Gommern,52.0739,11.8231,10543
Ludlow,52.3680,-2.7180,10266
Malaya Vishera,58.8500,32.2167,10602
Meerhout,51.1317,5.0772,10324
Para,23.5142,86.4980,9697
Cajapio,-2.9667,-44.8000,10593
Bibbiano,44.6629,10.4739,10241
Pinto,-36.7000,-71.9000,10595
Strehaia,44.6222,23.1972,10506
Ait Hani,31.7786,-5.4555,10587
Saint-Gely-du-Fesc,43.6922,3.8061,9996
Tnine Sidi Lyamani,35.3700,-5.9700,10365
Santa Teresinha,-12.7719,-39.5228,10586
Rokunohe,40.6097,141.3247,10473
Jurbise,50.5333,3.9333,10417
Plombieres,50.7333,5.9500,10401
Imst,47.2394,10.7381,10504
Rignano Flaminio,42.2000,12.4833,10328
Songo,-7.3496,14.8500,10579
Lavinia,-21.1683,-51.0397,10590
Villanueva de Arosa,42.5628,-8.8278,10306
Markt Indersdorf,48.3667,11.3667,10441
Armanaz,36.0833,36.5000,10296
Kraluv Dvur,49.9499,14.0345,9940
Borgampad,17.6500,80.8667,10235
Bohl-Iggelheim,49.3714,8.3086,10278
Scherpenzeel,52.0792,5.4894,9873
Barcs,45.9600,17.4600,10501
Nossen,51.0500,13.3000,10498
Tiztoutine,34.9833,-3.1500,9788
Bangshang,32.2575,108.1119,10561
Morbach,49.8167,7.1167,10496
Castelnovo ne' Monti,44.4333,10.4000,10473
Sao Tiago,-20.9128,-44.5089,10561
Bom Jesus da Serra,-14.3719,-40.5039,10554
Doorn,52.0333,5.3500,10124
Ben N'Choud,36.8624,3.8806,9985
Montividiu,-17.4439,-51.1750,10572
Naganuma,43.0103,141.6953,10515
La Baneza,42.2975,-5.9017,10068
Ruppichteroth,50.8456,7.4881,10408
Eugenopolis,-21.0989,-42.1869,10540
Lepakshi,13.8032,77.6097,10042
San Pedro La Laguna,14.6918,-91.2730,10150
Santa Maria de Itabira,-19.4489,-43.1128,10552
Ban Bang Phlap,13.9241,100.4684,9434
Umarizal,-5.9908,-37.8139,10520
Tilougguit,32.0333,-6.2000,10544
Jesenice,49.9682,14.5136,9997
Hoki,35.3853,133.4075,10491
Borjomi,41.8389,43.3792,10546
Rialma,-15.3150,-49.5839,10523
Santa Margarita de Mombuy,41.5756,1.6092,10192
Rebola,3.7192,8.8531,10000
Santa Teresa di Riva,37.9400,15.3625,9403
Dombasle-sur-Meurthe,48.6250,6.3497,9694
Hilter,52.1357,8.1471,10361
Serra do Salitre,-19.1108,-46.6900,10549
Rosario,-34.3139,-57.3525,9311
Wilkau-Hasslau,50.6667,12.5167,9784
Grevesmuhlen,53.8645,11.1909,10354
Montalegre,41.8167,-7.7833,10537
Frontera,-31.4278,-62.0619,10520
Villacarrillo,38.1000,-3.0833,10545
Pariconia,-9.2539,-38.0058,10539
Veitshochheim,49.8328,9.8817,9652
Bordj Okhriss,36.0833,3.9667,10467
Partanna,37.7289,12.8894,10422
Zhatay,62.1641,129.8431,10089
Campi Salentina,40.4000,18.0167,10322
Litomysl,49.8721,16.3106,10240
Torotoro,-18.1339,-65.7628,10535
Kamifurano,43.4556,142.4672,10500
Ban Thung Khao Phuang,19.5342,98.9621,10500
Argeles-sur-Mer,42.5461,3.0239,10366
Arceburgo,-21.3639,-46.9400,10478
Galimuyod,17.1833,120.4667,10244
Trescore Balneario,45.7000,9.8500,9814
Cutro,39.0342,16.9819,10462
Zmeinogorsk,51.1580,82.1874,10533
Luanco,43.6100,-5.7900,10412
La Ferte-sous-Jouarre,48.9492,3.1294,9586
Alcora,40.0667,-0.2000,10428
Tarazona de Aragon,41.9044,-1.7225,10494
Arraias,-12.9308,-46.9378,10534
Serinhisar,37.5779,29.2639,10472
Dona Ines,-6.6178,-35.6319,10456
Kiho,33.7339,136.0097,10404
Kibichuo,34.8625,133.6939,10495
Ibiassuce,-14.2589,-42.2569,10502
Concordia Sagittaria,45.7667,12.8500,10373
Arlesheim,47.4922,7.6203,9202
Avelgem,50.7753,3.4442,10065
Bagnara Calabra,38.2833,15.8167,10120
Sotkamo,64.1333,28.3833,10523
Mapleton,43.7358,-80.6681,10527.00
Dnestrovsc,46.6222,29.9133,10436
Sinaia,45.3500,25.5514,10410
Sidi Abdallah,32.5783,-7.8108,10481
Appenweier,48.5397,7.9800,10256
Shumanay,42.6386,58.9172,10513
Sangao,-28.6378,-49.1289,10400
Sortland,68.6958,15.4131,10514
Topoloveni,44.8069,25.0839,10219
Albert,50.0019,2.6522,9810
Maxaranguape,-5.5158,-35.2619,10441
La Londe-les-Maures,43.1381,6.2344,10389
El Chol,14.9611,-90.4878,10445
Matias Olimpio,-3.7158,-42.5558,10473
Congonhal,-22.1528,-46.0389,10468
Hochst im Odenwald,49.7992,8.9942,10185
Bad Lauterberg,51.6317,10.4706,10269
Regidor,8.6664,-73.8222,10489
Vaals,50.7694,6.0181,10092
San Giorgio del Sannio,41.0667,14.8500,10064
Prakhon Chai,14.6092,103.0818,10404
Valdobbiadene,45.9000,11.9167,10349
Bolekhiv,49.0669,23.8514,10476
Altenholz,54.4000,10.1333,9986
Schwaikheim,48.8714,9.3531,9481
Phai Sali,15.6000,100.6494,10450
Pilar,9.8667,126.1000,10374
Virginopolis,-18.8228,-42.7039,10484
Likiskiai,54.3950,23.9970,10489
Dar El Kebdani,35.1173,-3.3317,9911
Altofonte,38.0500,13.3000,10218
Kirlampudi,17.1919,82.1825,9609
Natuba,-7.6408,-35.5500,10450
Maria Enzersdorf,48.1000,16.2833,8829
Nova Europa,-21.7783,-48.5608,10439
Bom Repouso,-22.4708,-46.1450,10457
Hambuhren,52.6333,9.9833,10317
Perols,43.5650,3.9506,9000
Lahstedt,52.2500,10.2167,10262
Caglayancerit,37.7508,37.2922,10435
San Vendemiano,45.8914,12.3389,9958
Florestopolis,-22.8628,-51.3869,10453
Fuveau,43.4522,5.5617,10157
Reiskirchen,50.6000,8.8333,10265
Iramaia,-13.2858,-40.9508,10487
Huittinen,61.1764,22.6986,10473
Ivangorod,59.3750,28.2053,10453
Langhirano,44.6167,10.2667,10346
Lyuboml',51.2158,24.0408,10466
Olekminsk,60.3833,120.4333,10490
Heum,59.0576,10.0393,10449
Pitkyaranta,61.5667,31.4833,10479
Wittenbach,47.4667,9.3795,9691
Lyngdal,58.1333,7.0833,10464
Douar Echbanat,34.2167,-5.3500,10371
Costesti,44.6697,24.8800,10375
Etropole,42.8288,23.9924,10394
Gossau,47.3081,8.7567,9937
Nanfang,23.3568,115.5167,10180
Georgian Bluffs,44.6500,-81.0333,10479
Wendeburg,52.3167,10.4000,10307
Samalpur,25.1961,88.0419,9250
Luis Alves,-26.7208,-48.9328,10438
Somireddipalle,14.8365,78.9062,10268
Pintuyan,9.9500,125.2500,10202
Alcaudete,37.5833,-4.1000,10434
Jaltocan,21.1333,-98.5383,10265
Kangning,38.0176,102.3520,10300
Minobu,35.4675,138.4425,10440
Olevsk,51.2278,27.6481,10457
Aradeo,40.1333,18.1333,9381
Mios,44.6050,-0.9369,10398
La Farlede,43.1678,6.0431,9348
Salanso,12.1833,-4.0833,10385
Tomblaine,48.6856,6.2117,8872
Bogen,48.9167,12.6833,10263
Neuenhof,47.4469,8.3292,8824
Corcuera,12.8000,122.0500,10112
Irineopolis,-26.2389,-50.8000,10448
Midyat,37.4167,41.3531,10391
Shenjiaba,32.9441,108.6414,10413
Santiago,-14.1892,-75.7126,10449
Kangaroo Flat,-36.7833,144.2330,10394
Haikoucun,28.3237,120.0853,10368
Sudogda,55.9500,40.8667,10442
Altenberge,52.0458,7.4653,10296
Bogue,16.5904,-14.2700,10415
Oudewater,52.0267,4.8686,10201
Zuyevka,58.4033,51.1304,10447
Sucupira do Norte,-6.4769,-44.1919,10444
Porto Firme,-20.6728,-43.0839,10417
Miribel,45.8244,4.9531,10043
Sylva,57.3139,58.7889,10448
Trabia,38.0000,13.6500,10430
Morlenbach,49.5990,8.7369,10082
Brikcha,34.9667,-5.5833,10399
Kiso,35.8425,137.6917,10429
Mungod,17.0667,79.0667,10141
Cittanova,38.3500,16.0833,10284
Pulpi,37.4019,-1.7508,10342
Kragero,58.8869,9.3469,10416
Phon Charoen,18.0250,103.7060,10357
Ivankiv,50.9333,29.9000,10439
Oulad Slim,32.7775,-7.7725,10410
Kottapalem,16.5787,79.8756,10194
Sovata,46.5961,25.0744,10385
Sidi Rahhal,31.6667,-7.4833,9906
San Vicente de Castellet,41.6655,1.8641,9868
Conceicao dos Ouros,-22.4128,-45.7978,10388
San Juan La Laguna,14.7000,-91.2833,10177
Schwaig,49.4692,11.2008,8926
Lachen,47.1911,8.8567,8754
Santa Fe,-23.0378,-51.8050,10432
Sao Goncalo do Para,-19.9828,-44.8589,10398
Grossburgwedel,52.4920,9.8567,10306
Awfouss,31.7000,-4.1167,10424
Krasnoilsk,48.0167,25.5833,10351
Quinto di Treviso,45.6500,12.1667,9912
Ramannapeta,17.2833,79.1000,10202
Nevelsk,46.6500,141.8667,10421
Bomporto,44.7333,11.0333,10170
Coroneo,20.1333,-100.3333,10347
Baraclandia,-7.2050,-47.7569,10424
Prestonpans,55.9597,-2.9610,10410
Molango,20.7844,-98.7175,10385
Volpago del Montello,45.7833,12.1167,10199
Tiddas,33.5667,-6.2658,10047
Beni Oulid,34.5897,-4.4514,10324
Tangermunde,52.5408,11.9689,10310
Limoux,43.0569,2.2186,10112
Roseira,-22.8978,-45.3050,10344
